PERCENTAGE OF VISITS FOR INFLUENZA-LIKE-ILLNESS REPORTED BY SENTINEL PROVIDERS
REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,District of Columbia,2023,45,X,5.9233,X,X,X,X,X,X,451,7,7614
States,Florida,2023,45,X,5.4442,X,X,X,X,X,X,14379,358,264116
States,Georgia,2023,45,X,5.25577,X,X,X,X,X,X,4603,101,87580
States,Hawaii,2023,45,X,3.99657,X,X,X,X,X,X,1213,43,30351
States,Idaho,2023,45,X,0.972029,X,X,X,X,X,X,98,31,10082
States,Illinois,2023,45,X,2.39206,X,X,X,X,X,X,1744,173,72908
States,Indiana,2023,45,X,2.15442,X,X,X,X,X,X,1634,161,75844
States,Iowa,2023,45,X,1.25928,X,X,X,X,X,X,78,16,6194
States,Kansas,2023,45,X,1.29539,X,X,X,X,X,X,249,35,19222
States,Kentucky,2023,45,X,2.36411,X,X,X,X,X,X,929,87,39296
States,Louisiana,2023,45,X,5.98877,X,X,X,X,X,X,2847,87,47539
States,Maine,2023,45,X,0.918118,X,X,X,X,X,X,135,51,14704
States,Maryland,2023,45,X,3.24846,X,X,X,X,X,X,1605,70,49408
States,Massachusetts,2023,45,X,1.85425,X,X,X,X,X,X,1615,104,87097
States,Michigan,2023,45,X,1.39634,X,X,X,X,X,X,2109,286,151038
States,Minnesota,2023,45,X,1.06438,X,X,X,X,X,X,392,73,36829
States,Mississippi,2023,45,X,5.38834,X,X,X,X,X,X,879,30,16313
States,Missouri,2023,45,X,1.63568,X,X,X,X,X,X,476,41,29101
States,Montana,2023,45,X,0.91817,X,X,X,X,X,X,57,28,6208
States,Nebraska,2023,45,X,2.76708,X,X,X,X,X,X,474,92,17130
States,Nevada,2023,45,X,2.65303,X,X,X,X,X,X,1224,65,46136
States,New Hampshire,2023,45,X,0.563024,X,X,X,X,X,X,49,23,8703
States,New Jersey,2023,45,X,4.51313,X,X,X,X,X,X,1244,33,27564
States,New Mexico,2023,45,X,4.74044,X,X,X,X,X,X,1115,40,23521
States,New York,2023,45,X,1.96856,X,X,X,X,X,X,1146,122,58215
States,North Carolina,2023,45,X,2.73909,X,X,X,X,X,X,2606,142,95141
States,North Dakota,2023,45,X,2.82615,X,X,X,X,X,X,99,12,3503
States,Ohio,2023,45,X,2.35675,X,X,X,X,X,X,953,75,40437
States,Oklahoma,2023,45,X,1.7795,X,X,X,X,X,X,373,35,20961
States,Oregon,2023,45,X,1.15353,X,X,X,X,X,X,446,88,38664
States,Pennsylvania,2023,45,X,1.42538,X,X,X,X,X,X,976,101,68473
States,Rhode Island,2023,45,X,1.342,X,X,X,X,X,X,192,25,14307
States,South Carolina,2023,45,X,5.30351,X,X,X,X,X,X,1847,37,34826
States,South Dakota,2023,45,X,0.734214,X,X,X,X,X,X,60,31,8172
States,Tennessee,2023,45,X,3.60892,X,X,X,X,X,X,1358,98,37629
States,Texas,2023,45,X,5.6689,X,X,X,X,X,X,2923,54,51562
States,Utah,2023,45,X,2.1471,X,X,X,X,X,X,423,48,19701
States,Vermont,2023,45,X,1.04199,X,X,X,X,X,X,67,16,6430
States,Virginia,2023,45,X,3.44706,X,X,X,X,X,X,4097,182,118855
States,Washington,2023,45,X,1.30316,X,X,X,X,X,X,914,109,70137
States,West Virginia,2023,45,X,1.82126,X,X,X,X,X,X,301,54,16527
States,Wisconsin,2023,45,X,1.28709,X,X,X,X,X,X,390,66,30301
States,Wyoming,2023,45,X,4.24857,X,X,X,X,X,X,134,18,3154
States,Commonwealth of the Northern Mariana Islands,2023,45,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2023,45,X,9.56522,X,X,X,X,X,X,176,4,1840
States,Virgin Islands,2023,45,X,1.05263,X,X,X,X,X,X,14,4,1330
States,New York City,2023,45,X,5.38635,X,X,X,X,X,X,6471,105,120137
States,Alabama,2023,46,X,5.3301,X,X,X,X,X,X,2481,108,46547
States,Alaska,2023,46,X,3.74071,X,X,X,X,X,X,146,12,3903
States,Arizona,2023,46,X,2.81208,X,X,X,X,X,X,2277,119,80972
States,Arkansas,2023,46,X,3.29443,X,X,X,X,X,X,525,48,15936
States,California,2023,46,X,4.64287,X,X,X,X,X,X,12955,208,279030
States,Colorado,2023,46,X,4.51131,X,X,X,X,X,X,2372,97,52579
States,Connecticut,2023,46,X,2.66253,X,X,X,X,X,X,1184,69,44469
States,Delaware,2023,46,X,1.11725,X,X,X,X,X,X,176,27,15753
States,District of Columbia,2023,46,X,5.0485,X,X,X,X,X,X,432,7,8557
States,Florida,2023,46,X,5.49141,X,X,X,X,X,X,14410,358,262410
States,Georgia,2023,46,X,5.35631,X,X,X,X,X,X,4697,103,87691
States,Hawaii,2023,46,X,3.40832,X,X,X,X,X,X,1203,42,35296
States,Idaho,2023,46,X,1.24113,X,X,X,X,X,X,126,30,10152
States,Illinois,2023,46,X,2.72674,X,X,X,X,X,X,2137,177,78372
States,Indiana,2023,46,X,2.50013,X,X,X,X,X,X,1860,160,74396
States,Iowa,2023,46,X,2.36898,X,X,X,X,X,X,146,15,6163
States,Kansas,2023,46,X,1.51352,X,X,X,X,X,X,309,36,20416
States,Kentucky,2023,46,X,2.53024,X,X,X,X,X,X,1023,87,40431
States,Louisiana,2023,46,X,7.13319,X,X,X,X,X,X,3269,87,45828
States,Maine,2023,46,X,1.20708,X,X,X,X,X,X,180,51,14912
States,Maryland,2023,46,X,3.47761,X,X,X,X,X,X,1709,69,49143
States,Massachusetts,2023,46,X,2.05182,X,X,X,X,X,X,1793,100,87386
States,Michigan,2023,46,X,1.6043,X,X,X,X,X,X,2463,287,153525
States,Minnesota,2023,46,X,1.04771,X,X,X,X,X,X,403,73,38465
States,Mississippi,2023,46,X,6.09756,X,X,X,X,X,X,1020,31,16728
States,Missouri,2023,46,X,1.62121,X,X,X,X,X,X,472,41,29114
States,Montana,2023,46,X,0.925511,X,X,X,X,X,X,62,28,6699
States,Nebraska,2023,46,X,2.71241,X,X,X,X,X,X,476,92,17549
States,Nevada,2023,46,X,3.21157,X,X,X,X,X,X,1492,65,46457
States,New Hampshire,2023,46,X,0.730404,X,X,X,X,X,X,67,23,9173
States,New Jersey,2023,46,X,4.28954,X,X,X,X,X,X,1216,31,28348
States,New Mexico,2023,46,X,4.66059,X,X,X,X,X,X,1104,41,23688
States,New York,2023,46,X,2.21688,X,X,X,X,X,X,1301,121,58686
States,North Carolina,2023,46,X,2.96405,X,X,X,X,X,X,2832,143,95545
States,North Dakota,2023,46,X,3.06797,X,X,X,X,X,X,116,12,3781
States,Ohio,2023,46,X,2.61337,X,X,X,X,X,X,1099,78,42053
States,Oklahoma,2023,46,X,1.29476,X,X,X,X,X,X,252,26,19463
States,Oregon,2023,46,X,1.36374,X,X,X,X,X,X,552,88,40477
States,Pennsylvania,2023,46,X,1.6076,X,X,X,X,X,X,1104,99,68674
States,Rhode Island,2023,46,X,1.19949,X,X,X,X,X,X,171,25,14256
States,South Carolina,2023,46,X,6.0285,X,X,X,X,X,X,2145,39,35581
States,South Dakota,2023,46,X,0.703883,X,X,X,X,X,X,58,30,8240
States,Tennessee,2023,46,X,3.8873,X,X,X,X,X,X,1439,97,37018
States,Texas,2023,46,X,6.3708,X,X,X,X,X,X,3283,54,51532
States,Utah,2023,46,X,2.47052,X,X,X,X,X,X,507,48,20522
States,Vermont,2023,46,X,0.938815,X,X,X,X,X,X,58,15,6178
States,Virginia,2023,46,X,3.71097,X,X,X,X,X,X,2252,182,60685
States,Washington,2023,46,X,1.41341,X,X,X,X,X,X,1036,109,73298
States,West Virginia,2023,46,X,2.01593,X,X,X,X,X,X,329,55,16320
States,Wisconsin,2023,46,X,1.53436,X,X,X,X,X,X,478,66,31153
States,Wyoming,2023,46,X,5.54025,X,X,X,X,X,X,181,18,3267
States,Commonwealth of the Northern Mariana Islands,2023,46,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2023,46,X,8.83264,X,X,X,X,X,X,171,5,1936
States,Virgin Islands,2023,46,X,0.632911,X,X,X,X,X,X,8,4,1264
States,New York City,2023,46,X,5.94595,X,X,X,X,X,X,7182,106,120788
States,Alabama,2023,47,X,5.14156,X,X,X,X,X,X,2043,105,39735
States,Alaska,2023,47,X,3.47277,X,X,X,X,X,X,132,12,3801
States,Arizona,2023,47,X,2.7483,X,X,X,X,X,X,2069,119,75283
States,Arkansas,2023,47,X,3.34083,X,X,X,X,X,X,490,49,14667
States,California,2023,47,X,5.2259,X,X,X,X,X,X,11803,209,225856
States,Colorado,2023,47,X,5.0136,X,X,X,X,X,X,2156,97,43003
States,Connecticut,2023,47,X,2.95687,X,X,X,X,X,X,1236,69,41801
States,Delaware,2023,47,X,1.13158,X,X,X,X,X,X,137,25,12107
States,District of Columbia,2023,47,X,5.42289,X,X,X,X,X,X,327,7,6030
States,Florida,2023,47,X,5.35711,X,X,X,X,X,X,12976,358,242220
States,Georgia,2023,47,X,5.36278,X,X,X,X,X,X,4213,103,78560
States,Hawaii,2023,47,X,3.6338,X,X,X,X,X,X,826,42,22731
States,Idaho,2023,47,X,1.53571,X,X,X,X,X,X,146,30,9507
States,Illinois,2023,47,X,2.92898,X,X,X,X,X,X,1977,176,67498
States,Indiana,2023,47,X,2.64555,X,X,X,X,X,X,1879,162,71025
States,Iowa,2023,47,X,2.69512,X,X,X,X,X,X,96,16,3562
States,Kansas,2023,47,X,1.78746,X,X,X,X,X,X,274,36,15329
States,Kentucky,2023,47,X,2.87737,X,X,X,X,X,X,1020,88,35449
States,Louisiana,2023,47,X,7.94358,X,X,X,X,X,X,3351,87,42185
States,Maine,2023,47,X,1.59595,X,X,X,X,X,X,208,50,13033
States,Maryland,2023,47,X,3.58636,X,X,X,X,X,X,1544,69,43052
States,Massachusetts,2023,47,X,2.51809,X,X,X,X,X,X,1928,104,76566
States,Michigan,2023,47,X,1.79911,X,X,X,X,X,X,2430,283,135067
States,Minnesota,2023,47,X,1.32968,X,X,X,X,X,X,379,74,28503
States,Mississippi,2023,47,X,5.95843,X,X,X,X,X,X,880,30,14769
States,Missouri,2023,47,X,1.84767,X,X,X,X,X,X,491,41,26574
States,Montana,2023,47,X,1.15804,X,X,X,X,X,X,68,28,5872
States,Nebraska,2023,47,X,3.18904,X,X,X,X,X,X,470,92,14738
States,Nevada,2023,47,X,3.21461,X,X,X,X,X,X,1223,65,38045
States,New Hampshire,2023,47,X,0.762786,X,X,X,X,X,X,61,23,7997
States,New Jersey,2023,47,X,4.51549,X,X,X,X,X,X,1240,33,27461
States,New Mexico,2023,47,X,5.32425,X,X,X,X,X,X,1110,41,20848
States,New York,2023,47,X,2.36505,X,X,X,X,X,X,1307,122,55263
States,North Carolina,2023,47,X,3.3324,X,X,X,X,X,X,2612,142,78382
States,North Dakota,2023,47,X,3.19836,X,X,X,X,X,X,109,13,3408
States,Ohio,2023,47,X,3.16081,X,X,X,X,X,X,1106,75,34991
States,Oklahoma,2023,47,X,1.99925,X,X,X,X,X,X,425,39,21258
States,Oregon,2023,47,X,1.36387,X,X,X,X,X,X,511,87,37467
States,Pennsylvania,2023,47,X,1.80643,X,X,X,X,X,X,1140,99,63108
States,Rhode Island,2023,47,X,1.1917,X,X,X,X,X,X,139,23,11664
States,South Carolina,2023,47,X,6.86554,X,X,X,X,X,X,1397,39,20348
States,South Dakota,2023,47,X,1.07872,X,X,X,X,X,X,74,31,6860
States,Tennessee,2023,47,X,3.94774,X,X,X,X,X,X,1263,98,31993
States,Texas,2023,47,X,6.50612,X,X,X,X,X,X,2553,55,39240
States,Utah,2023,47,X,2.94501,X,X,X,X,X,X,497,48,16876
States,Vermont,2023,47,X,1.07488,X,X,X,X,X,X,59,15,5489
States,Virginia,2023,47,X,3.81166,X,X,X,X,X,X,4229,182,110949
States,Washington,2023,47,X,1.89341,X,X,X,X,X,X,1172,109,61899
States,West Virginia,2023,47,X,2.18942,X,X,X,X,X,X,221,56,10094
States,Wisconsin,2023,47,X,1.77634,X,X,X,X,X,X,504,66,28373
States,Wyoming,2023,47,X,6.48347,X,X,X,X,X,X,151,18,2329
States,Commonwealth of the Northern Mariana Islands,2023,47,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2023,47,X,7.92775,X,X,X,X,X,X,158,6,1993
States,Virgin Islands,2023,47,X,1.24334,X,X,X,X,X,X,14,4,1126
States,New York City,2023,47,X,6.07121,X,X,X,X,X,X,6594,105,108611
States,Alabama,2023,48,X,5.16425,X,X,X,X,X,X,2311,106,44750
States,Alaska,2023,48,X,3.04664,X,X,X,X,X,X,130,12,4267
States,Arizona,2023,48,X,3.18784,X,X,X,X,X,X,2508,119,78674
States,Arkansas,2023,48,X,3.38785,X,X,X,X,X,X,580,50,17120
States,California,2023,48,X,5.54673,X,X,X,X,X,X,15889,206,286457
States,Colorado,2023,48,X,5.01196,X,X,X,X,X,X,2641,97,52694
States,Connecticut,2023,48,X,3.17254,X,X,X,X,X,X,1466,69,46209
States,Delaware,2023,48,X,1.05046,X,X,X,X,X,X,163,25,15517
States,District of Columbia,2023,48,X,4.93337,X,X,X,X,X,X,385,7,7804
States,Florida,2023,48,X,5.00215,X,X,X,X,X,X,13036,358,260608
States,Georgia,2023,48,X,5.2543,X,X,X,X,X,X,4496,102,85568
States,Hawaii,2023,48,X,3.18167,X,X,X,X,X,X,1144,42,35956
States,Idaho,2023,48,X,1.80127,X,X,X,X,X,X,184,30,10215
States,Illinois,2023,48,X,3.02016,X,X,X,X,X,X,2337,176,77380
States,Indiana,2023,48,X,3.06384,X,X,X,X,X,X,2442,160,79704
States,Iowa,2023,48,X,2.2121,X,X,X,X,X,X,136,16,6148
States,Kansas,2023,48,X,1.97073,X,X,X,X,X,X,377,35,19130
States,Kentucky,2023,48,X,3.0867,X,X,X,X,X,X,1272,88,41209
States,Louisiana,2023,48,X,7.62906,X,X,X,X,X,X,3498,87,45851
States,Maine,2023,48,X,1.65466,X,X,X,X,X,X,248,50,14988
States,Maryland,2023,48,X,3.651,X,X,X,X,X,X,1832,69,50178
States,Massachusetts,2023,48,X,2.7232,X,X,X,X,X,X,2481,104,91106
States,Michigan,2023,48,X,1.98834,X,X,X,X,X,X,3100,287,155909
States,Minnesota,2023,48,X,1.23082,X,X,X,X,X,X,482,73,39161
States,Mississippi,2023,48,X,5.27627,X,X,X,X,X,X,826,30,15655
States,Missouri,2023,48,X,2.15623,X,X,X,X,X,X,639,41,29635
States,Montana,2023,48,X,0.794603,X,X,X,X,X,X,53,28,6670
States,Nebraska,2023,48,X,3.1289,X,X,X,X,X,X,551,92,17610
States,Nevada,2023,48,X,3.41369,X,X,X,X,X,X,1559,65,45669
States,New Hampshire,2023,48,X,1.12715,X,X,X,X,X,X,107,22,9493
States,New Jersey,2023,48,X,5.16439,X,X,X,X,X,X,1321,33,25579
States,New Mexico,2023,48,X,5.87201,X,X,X,X,X,X,1302,37,22173
States,New York,2023,48,X,2.51203,X,X,X,X,X,X,1462,122,58200
States,North Carolina,2023,48,X,4.00842,X,X,X,X,X,X,3941,143,98318
States,North Dakota,2023,48,X,3.32889,X,X,X,X,X,X,125,13,3755
States,Ohio,2023,48,X,3.56581,X,X,X,X,X,X,1428,75,40047
States,Oklahoma,2023,48,X,2.62923,X,X,X,X,X,X,472,36,17952
States,Oregon,2023,48,X,1.48931,X,X,X,X,X,X,592,88,39750
States,Pennsylvania,2023,48,X,2.09855,X,X,X,X,X,X,1448,100,69000
States,Rhode Island,2023,48,X,1.63403,X,X,X,X,X,X,232,24,14198
States,South Carolina,2023,48,X,7.30196,X,X,X,X,X,X,2557,39,35018
States,South Dakota,2023,48,X,0.849331,X,X,X,X,X,X,73,30,8595
States,Tennessee,2023,48,X,4.90723,X,X,X,X,X,X,1825,98,37190
States,Texas,2023,48,X,5.95097,X,X,X,X,X,X,2821,39,47404
States,Utah,2023,48,X,2.66983,X,X,X,X,X,X,562,48,21050
States,Vermont,2023,48,X,1.17691,X,X,X,X,X,X,63,13,5353
States,Virginia,2023,48,X,3.95342,X,X,X,X,X,X,4838,182,122375
States,Washington,2023,48,X,2.01716,X,X,X,X,X,X,1552,109,76940
States,West Virginia,2023,48,X,2.45321,X,X,X,X,X,X,405,55,16509
States,Wisconsin,2023,48,X,2.07101,X,X,X,X,X,X,658,66,31772
States,Wyoming,2023,48,X,5.35925,X,X,X,X,X,X,182,17,3396
States,Commonwealth of the Northern Mariana Islands,2023,48,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2023,48,X,4.98184,X,X,X,X,X,X,96,5,1927
States,Virgin Islands,2023,48,X,1.19427,X,X,X,X,X,X,15,4,1256
States,New York City,2023,48,X,6.93404,X,X,X,X,X,X,8674,106,125093
States,Alabama,2023,49,X,6.38144,X,X,X,X,X,X,2913,107,45648
States,Alaska,2023,49,X,3.0506,X,X,X,X,X,X,123,12,4032
States,Arizona,2023,49,X,3.55403,X,X,X,X,X,X,2830,119,79628
States,Arkansas,2023,49,X,3.49642,X,X,X,X,X,X,556,49,15902
States,California,2023,49,X,5.80024,X,X,X,X,X,X,16517,205,284764
States,Colorado,2023,49,X,5.76741,X,X,X,X,X,X,2990,97,51843
States,Connecticut,2023,49,X,2.86087,X,X,X,X,X,X,1294,69,45231
States,Delaware,2023,49,X,1.28289,X,X,X,X,X,X,195,25,15200
States,District of Columbia,2023,49,X,5.92718,X,X,X,X,X,X,490,7,8267
States,Florida,2023,49,X,5.26067,X,X,X,X,X,X,13773,358,261811
States,Georgia,2023,49,X,5.74406,X,X,X,X,X,X,4972,102,86559
States,Hawaii,2023,49,X,3.43779,X,X,X,X,X,X,1210,42,35197
States,Idaho,2023,49,X,2.22457,X,X,X,X,X,X,232,30,10429
States,Illinois,2023,49,X,3.08839,X,X,X,X,X,X,2391,174,77419
States,Indiana,2023,49,X,3.3342,X,X,X,X,X,X,2554,160,76600
States,Iowa,2023,49,X,2.12037,X,X,X,X,X,X,130,16,6131
States,Kansas,2023,49,X,2.29075,X,X,X,X,X,X,439,35,19164
States,Kentucky,2023,49,X,3.21808,X,X,X,X,X,X,1316,86,40894
States,Louisiana,2023,49,X,8.84494,X,X,X,X,X,X,4106,87,46422
States,Maine,2023,49,X,1.54071,X,X,X,X,X,X,221,50,14344
States,Maryland,2023,49,X,3.97664,X,X,X,X,X,X,1995,68,50168
States,Massachusetts,2023,49,X,3.0661,X,X,X,X,X,X,2759,103,89984
States,Michigan,2023,49,X,2.13603,X,X,X,X,X,X,3341,287,156412
States,Minnesota,2023,49,X,1.32461,X,X,X,X,X,X,500,73,37747
States,Mississippi,2023,49,X,6.57549,X,X,X,X,X,X,1000,30,15208
States,Missouri,2023,49,X,2.26634,X,X,X,X,X,X,677,41,29872
States,Montana,2023,49,X,1.16993,X,X,X,X,X,X,80,28,6838
States,Nebraska,2023,49,X,3.38953,X,X,X,X,X,X,581,92,17141
States,Nevada,2023,49,X,4.18558,X,X,X,X,X,X,2019,65,48237
States,New Hampshire,2023,49,X,1.84711,X,X,X,X,X,X,173,23,9366
States,New Jersey,2023,49,X,5.73008,X,X,X,X,X,X,1773,33,30942
States,New Mexico,2023,49,X,7.4315,X,X,X,X,X,X,1611,37,21678
States,New York,2023,49,X,2.48372,X,X,X,X,X,X,1331,97,53589
States,North Carolina,2023,49,X,4.72913,X,X,X,X,X,X,4727,143,99955
States,North Dakota,2023,49,X,3.28759,X,X,X,X,X,X,115,12,3498
States,Ohio,2023,49,X,3.70352,X,X,X,X,X,X,1507,75,40691
States,Oklahoma,2023,49,X,2.55809,X,X,X,X,X,X,556,36,21735
States,Oregon,2023,49,X,1.63723,X,X,X,X,X,X,661,87,40373
States,Pennsylvania,2023,49,X,2.12132,X,X,X,X,X,X,1482,100,69862
States,Rhode Island,2023,49,X,1.83919,X,X,X,X,X,X,261,24,14191
States,South Carolina,2023,49,X,9.09117,X,X,X,X,X,X,3195,39,35144
States,South Dakota,2023,49,X,1.28955,X,X,X,X,X,X,108,31,8375
States,Tennessee,2023,49,X,5.67414,X,X,X,X,X,X,2116,99,37292
States,Texas,2023,49,X,6.28209,X,X,X,X,X,X,3010,39,47914
States,Utah,2023,49,X,3.1241,X,X,X,X,X,X,653,48,20902
States,Vermont,2023,49,X,1.33854,X,X,X,X,X,X,72,13,5379
States,Virginia,2023,49,X,4.49219,X,X,X,X,X,X,5509,182,122635
States,Washington,2023,49,X,2.43395,X,X,X,X,X,X,1838,108,75515
States,West Virginia,2023,49,X,2.45411,X,X,X,X,X,X,381,52,15525
States,Wisconsin,2023,49,X,2.05318,X,X,X,X,X,X,654,66,31853
States,Wyoming,2023,49,X,6.35131,X,X,X,X,X,X,192,16,3023
States,Commonwealth of the Northern Mariana Islands,2023,49,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2023,49,X,5.18411,X,X,X,X,X,X,107,6,2064
States,Virgin Islands,2023,49,X,0.932836,X,X,X,X,X,X,10,4,1072
States,New York City,2023,49,X,7.64613,X,X,X,X,X,X,9668,104,126443
States,Alabama,2023,50,X,8.49257,X,X,X,X,X,X,3951,108,46523
States,Alaska,2023,50,X,2.55734,X,X,X,X,X,X,97,12,3793
States,Arizona,2023,50,X,4.66812,X,X,X,X,X,X,3790,119,81189
States,Arkansas,2023,50,X,4.09868,X,X,X,X,X,X,633,48,15444
States,California,2023,50,X,6.33354,X,X,X,X,X,X,18134,205,286317
States,Colorado,2023,50,X,6.85496,X,X,X,X,X,X,3541,97,51656
States,Connecticut,2023,50,X,3.36118,X,X,X,X,X,X,1513,69,45014
States,Delaware,2023,50,X,1.65618,X,X,X,X,X,X,250,24,15095
States,District of Columbia,2023,50,X,6.21781,X,X,X,X,X,X,507,7,8154
States,Florida,2023,50,X,5.90208,X,X,X,X,X,X,15225,358,257960
States,Georgia,2023,50,X,7.55507,X,X,X,X,X,X,6619,101,87610
States,Hawaii,2023,50,X,3.85715,X,X,X,X,X,X,1349,42,34974
States,Idaho,2023,50,X,2.77615,X,X,X,X,X,X,285,30,10266
States,Illinois,2023,50,X,3.23246,X,X,X,X,X,X,2475,175,76567
States,Indiana,2023,50,X,3.67562,X,X,X,X,X,X,2705,160,73593
States,Iowa,2023,50,X,2.96633,X,X,X,X,X,X,163,16,5495
States,Kansas,2023,50,X,2.64975,X,X,X,X,X,X,522,36,19700
States,Kentucky,2023,50,X,4.06575,X,X,X,X,X,X,1630,86,40091
States,Louisiana,2023,50,X,11.5096,X,X,X,X,X,X,5388,87,46813
States,Maine,2023,50,X,1.96479,X,X,X,X,X,X,298,50,15167
States,Maryland,2023,50,X,4.21817,X,X,X,X,X,X,2102,68,49832
States,Massachusetts,2023,50,X,3.90909,X,X,X,X,X,X,3543,104,90635
States,Michigan,2023,50,X,2.92601,X,X,X,X,X,X,4510,286,154135
States,Minnesota,2023,50,X,1.59224,X,X,X,X,X,X,599,72,37620
States,Mississippi,2023,50,X,7.80032,X,X,X,X,X,X,1261,29,16166
States,Missouri,2023,50,X,2.66801,X,X,X,X,X,X,796,41,29835
States,Montana,2023,50,X,1.62661,X,X,X,X,X,X,111,28,6824
States,Nebraska,2023,50,X,4.04429,X,X,X,X,X,X,705,92,17432
States,Nevada,2023,50,X,4.96567,X,X,X,X,X,X,2437,64,49077
States,New Hampshire,2023,50,X,2.48421,X,X,X,X,X,X,232,22,9339
States,New Jersey,2023,50,X,6.74145,X,X,X,X,X,X,1803,32,26745
States,New Mexico,2023,50,X,9.48153,X,X,X,X,X,X,2264,41,23878
States,New York,2023,50,X,3.0827,X,X,X,X,X,X,1674,98,54303
States,North Carolina,2023,50,X,6.13692,X,X,X,X,X,X,6136,140,99985
States,North Dakota,2023,50,X,5.05108,X,X,X,X,X,X,178,10,3524
States,Ohio,2023,50,X,4.12508,X,X,X,X,X,X,1678,77,40678
States,Oklahoma,2023,50,X,2.83284,X,X,X,X,X,X,616,37,21745
States,Oregon,2023,50,X,1.74711,X,X,X,X,X,X,687,87,39322
States,Pennsylvania,2023,50,X,2.84653,X,X,X,X,X,X,2001,99,70296
States,Rhode Island,2023,50,X,2.52059,X,X,X,X,X,X,358,23,14203
States,South Carolina,2023,50,X,12.7387,X,X,X,X,X,X,4089,39,32099
States,South Dakota,2023,50,X,1.23804,X,X,X,X,X,X,110,31,8885
States,Tennessee,2023,50,X,7.19164,X,X,X,X,X,X,2643,98,36751
States,Texas,2023,50,X,7.15726,X,X,X,X,X,X,3549,54,49586
States,Utah,2023,50,X,3.48247,X,X,X,X,X,X,734,48,21077
States,Vermont,2023,50,X,1.12691,X,X,X,X,X,X,65,15,5768
States,Virginia,2023,50,X,5.53504,X,X,X,X,X,X,6851,182,123775
States,Washington,2023,50,X,2.81435,X,X,X,X,X,X,2082,109,73978
States,West Virginia,2023,50,X,2.69533,X,X,X,X,X,X,395,53,14655
States,Wisconsin,2023,50,X,2.36685,X,X,X,X,X,X,755,66,31899
States,Wyoming,2023,50,X,7.3982,X,X,X,X,X,X,238,18,3217
States,Commonwealth of the Northern Mariana Islands,2023,50,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2023,50,X,3.76927,X,X,X,X,X,X,66,6,1751
States,Virgin Islands,2023,50,X,2.1827,X,X,X,X,X,X,27,4,1237
States,New York City,2023,50,X,9.08063,X,X,X,X,X,X,11400,102,125542
States,Alabama,2023,51,X,9.82844,X,X,X,X,X,X,4669,107,47505
States,Alaska,2023,51,X,2.56538,X,X,X,X,X,X,103,12,4015
States,Arizona,2023,51,X,5.90534,X,X,X,X,X,X,5017,119,84957
States,Arkansas,2023,51,X,4.90936,X,X,X,X,X,X,761,50,15501
States,California,2023,51,X,7.3235,X,X,X,X,X,X,20746,204,283280
States,Colorado,2023,51,X,7.82996,X,X,X,X,X,X,4065,97,51916
States,Connecticut,2023,51,X,3.83017,X,X,X,X,X,X,1733,69,45246
States,Delaware,2023,51,X,2.11206,X,X,X,X,X,X,291,25,13778
States,District of Columbia,2023,51,X,6.97235,X,X,X,X,X,X,517,7,7415
States,Florida,2023,51,X,6.44265,X,X,X,X,X,X,16719,357,259505
States,Georgia,2023,51,X,10.1961,X,X,X,X,X,X,8918,100,87465
States,Hawaii,2023,51,X,3.83369,X,X,X,X,X,X,1183,42,30858
States,Idaho,2023,51,X,4.68823,X,X,X,X,X,X,503,30,10729
States,Illinois,2023,51,X,3.75206,X,X,X,X,X,X,2595,172,69162
States,Indiana,2023,51,X,3.99826,X,X,X,X,X,X,2756,158,68930
States,Iowa,2023,51,X,3.07443,X,X,X,X,X,X,133,16,4326
States,Kansas,2023,51,X,2.74969,X,X,X,X,X,X,495,35,18002
States,Kentucky,2023,51,X,4.92407,X,X,X,X,X,X,1965,88,39906
States,Louisiana,2023,51,X,14.2548,X,X,X,X,X,X,6783,87,47584
States,Maine,2023,51,X,2.9599,X,X,X,X,X,X,423,50,14291
States,Maryland,2023,51,X,5.49031,X,X,X,X,X,X,2749,69,50070
States,Massachusetts,2023,51,X,5.03662,X,X,X,X,X,X,4394,104,87241
States,Michigan,2023,51,X,3.73751,X,X,X,X,X,X,5613,285,150180
States,Minnesota,2023,51,X,1.67901,X,X,X,X,X,X,603,72,35914
States,Mississippi,2023,51,X,9.8091,X,X,X,X,X,X,1634,30,16658
States,Missouri,2023,51,X,2.80247,X,X,X,X,X,X,845,41,30152
States,Montana,2023,51,X,2.43623,X,X,X,X,X,X,170,28,6978
States,Nebraska,2023,51,X,4.5743,X,X,X,X,X,X,793,92,17336
States,Nevada,2023,51,X,5.63573,X,X,X,X,X,X,2796,64,49612
States,New Hampshire,2023,51,X,3.63771,X,X,X,X,X,X,343,22,9429
